max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"0
";"0
";"0 + 0 + 0
";"10347
";"10346
";"21201
";"0
";"0
";"0
";"0
";"0
";"0
";"9725
";"0.001066
";1
"0
";"1
";"0 + 0 + 0
";"10341
";"10341
";"21195
";"0
";"0
";"0
";"0
";"0
";"0
";"10341
";"0.000925
";2
"0
";"1
";"0 + 0 + 0
";"0
";"0
";"0
";"0
";"0
";"0
";"0
";"0
";"0
";"0
";"2.1e-05
";all
"0
";"1
";"0 + 0 + 0
";"10350
";"10350
";"21204
";"0
";"0
";"0
";"0
";"0
";"0
";"10350
";"0.002006
";1
"0
";"1
";"0 + 0 + 0
";"10355
";"10355
";"21209
";"0
";"0
";"0
";"0
";"0
";"0
";"10355
";"0.001694
";2
"0
";"1
";"0 + 0 + 0
";"10350
";"10350
";"21204
";"0
";"0
";"0
";"0
";"0
";"0
";"10350
";"0.001198
";all
"125
";"166
";"24 + 141 + 0
";"10346
";"9642
";"19850
";"22
";"0
";"0
";"0
";"525
";"0
";"11316
";"0.002275
";1
"0
";"1
";"0 + 0 + 0
";"10340
";"10340
";"21194
";"0
";"0
";"0
";"0
";"0
";"0
";"10340
";"0.001944
";2
"0
";"0
";"0 + 0 + 0
";"10346
";"10380
";"21213
";"0
";"0
";"0
";"0
";"0
";"0
";"9722
";"0.001745
";all
"0
";"1
";"0 + 0 + 0
";"10349
";"10349
";"21203
";"0
";"0
";"0
";"0
";"0
";"0
";"10349
";"0.001908
";1
"1
";"2
";"0 + 1 + 0
";"10345
";"10345
";"21199
";"0
";"0
";"0
";"0
";"0
";"0
";"10345
";"0.001776
";2
"0
";"1
";"0 + 0 + 0
";"10349
";"10349
";"21203
";"0
";"0
";"0
";"0
";"0
";"0
";"10349
";"0.001197
";all
"0
";"1
";"0 + 0 + 0
";"10350
";"10350
";"21204
";"0
";"0
";"0
";"0
";"0
";"0
";"10350
";"0.001184
";1
"0
";"1
";"0 + 0 + 0
";"10349
";"10349
";"21203
";"0
";"0
";"0
";"0
";"0
";"0
";"10349
";"0.001843
";2
"0
";"1
";"0 + 0 + 0
";"10350
";"10350
";"21204
";"0
";"0
";"0
";"0
";"0
";"0
";"10350
";"0.001298
";all
"440
";"441
";"0 + 440 + 0
";"10345
";"2009
";"4402
";"0
";"0
";"0
";"0
";"0
";"0
";"10345
";"0.00219
";1
"0
";"1
";"0 + 0 + 0
";"10346
";"10346
";"21200
";"0
";"0
";"0
";"0
";"0
";"0
";"10346
";"0.001902
";2
"0
";"1
";"0 + 0 + 0
";"10345
";"10345
";"21199
";"0
";"0
";"0
";"0
";"0
";"0
";"10345
";"0.0017
";all
"0
";"1
";"0 + 0 + 0
";"10342
";"10342
";"21196
";"0
";"0
";"0
";"0
";"0
";"0
";"10342
";"0.001932
";1
"1
";"2
";"0 + 1 + 0
";"10347
";"10347
";"21201
";"0
";"0
";"0
";"0
";"0
";"0
";"10347
";"0.001141
";2
"270
";"271
";"0 + 270 + 0
";"10342
";"6819
";"14205
";"0
";"0
";"0
";"0
";"0
";"0
";"10342
";"0.0021
";all
"0
";"1
";"0 + 0 + 0
";"10344
";"10344
";"21198
";"0
";"0
";"0
";"0
";"0
";"0
";"10344
";"0.001397
";1
"529
";"530
";"0 + 529 + 0
";"10347
";"4102
";"8771
";"0
";"0
";"0
";"0
";"0
";"0
";"10347
";"0.001525
";2
"124
";"160
";"12 + 147 + 0
";"10344
";"9939
";"20445
";"11
";"0
";"0
";"0
";"254
";"0
";"10718
";"0.002436
";all
"0
";"1
";"0 + 0 + 0
";"10345
";"10345
";"21199
";"0
";"0
";"0
";"0
";"0
";"0
";"10345
";"0.001914
";1
"432
";"433
";"0 + 432 + 0
";"10347
";"2009
";"4396
";"0
";"0
";"0
";"0
";"0
";"0
";"10347
";"0.001383
";2
"0
";"0
";"0 + 0 + 0
";"10334
";"10412
";"21287
";"0
";"0
";"0
";"0
";"0
";"0
";"9717
";"0.001787
";all
"0
";"1
";"0 + 0 + 0
";"10348
";"10348
";"21202
";"0
";"0
";"0
";"0
";"0
";"0
";"10348
";"0.001626
";1
