max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"0
";"1
";"0 + 0 + 0
";"10337
";"10337
";"21191
";"0
";"0
";"0
";"0
";"0
";"0
";"10337
";"0.002074
";1
"2
";"3
";"0 + 2 + 0
";"10335
";"10335
";"21189
";"0
";"0
";"0
";"0
";"0
";"0
";"10335
";"0.002238
";2
"0
";"1
";"0 + 0 + 0
";"16110
";"16159
";"33385
";"0
";"0
";"0
";"0
";"0
";"0
";"16110
";"0.003888
";all
"0
";"1
";"0 + 0 + 0
";"10332
";"10332
";"21186
";"0
";"0
";"0
";"0
";"0
";"0
";"10332
";"0.002222
";1
"0
";"1
";"0 + 0 + 0
";"10335
";"10335
";"21189
";"0
";"0
";"0
";"0
";"0
";"0
";"10335
";"0.002231
";2
"0
";"1
";"0 + 0 + 0
";"16106
";"16155
";"33381
";"0
";"0
";"0
";"0
";"0
";"0
";"16106
";"0.003838
";all
"0
";"1
";"0 + 0 + 0
";"10336
";"10336
";"21190
";"0
";"0
";"0
";"0
";"0
";"0
";"10336
";"0.001332
";1
"0
";"1
";"0 + 0 + 0
";"10337
";"10337
";"21191
";"0
";"0
";"0
";"0
";"0
";"0
";"10337
";"0.002065
";2
"0
";"1
";"0 + 0 + 0
";"16113
";"16162
";"33388
";"0
";"0
";"0
";"0
";"0
";"0
";"16113
";"0.00398
";all
"1
";"2
";"0 + 1 + 0
";"10334
";"10334
";"21188
";"0
";"0
";"0
";"0
";"0
";"0
";"10334
";"0.001912
";1
"0
";"1
";"0 + 0 + 0
";"10332
";"10332
";"21186
";"0
";"0
";"0
";"0
";"0
";"0
";"10332
";"0.001872
";2
"0
";"1
";"0 + 0 + 0
";"16106
";"16155
";"33381
";"0
";"0
";"0
";"0
";"0
";"0
";"16106
";"0.003857
";all
"0
";"1
";"0 + 0 + 0
";"10335
";"10335
";"21189
";"0
";"0
";"0
";"0
";"0
";"0
";"10335
";"0.001649
";1
"4
";"5
";"0 + 4 + 0
";"10334
";"10334
";"21188
";"0
";"0
";"0
";"0
";"0
";"0
";"10334
";"0.00225
";2
"0
";"1
";"0 + 0 + 0
";"16110
";"16159
";"33385
";"0
";"0
";"0
";"0
";"0
";"0
";"16110
";"0.003871
";all
"0
";"1
";"0 + 0 + 0
";"10338
";"10338
";"21192
";"0
";"0
";"0
";"0
";"0
";"0
";"10338
";"0.001424
";1
"160
";"161
";"0 + 160 + 0
";"10327
";"719
";"1578
";"0
";"0
";"0
";"0
";"0
";"0
";"10327
";"0.002356
";2
"0
";"1
";"0 + 0 + 0
";"16105
";"16154
";"33380
";"0
";"0
";"0
";"0
";"0
";"0
";"16105
";"0.003286
";all
"0
";"1
";"0 + 0 + 0
";"10334
";"10334
";"21188
";"0
";"0
";"0
";"0
";"0
";"0
";"10334
";"0.002248
";1
"0
";"1
";"0 + 0 + 0
";"10333
";"10333
";"21187
";"0
";"0
";"0
";"0
";"0
";"0
";"10333
";"0.002097
";2
"0
";"1
";"0 + 0 + 0
";"16108
";"16157
";"33383
";"0
";"0
";"0
";"0
";"0
";"0
";"16108
";"0.00273
";all
"0
";"1
";"0 + 0 + 0
";"10339
";"10339
";"21193
";"0
";"0
";"0
";"0
";"0
";"0
";"10339
";"0.002046
";1
"0
";"1
";"0 + 0 + 0
";"10338
";"10338
";"21192
";"0
";"0
";"0
";"0
";"0
";"0
";"10338
";"0.002117
";2
"0
";"1
";"0 + 0 + 0
";"16113
";"16162
";"33388
";"0
";"0
";"0
";"0
";"0
";"0
";"16113
";"0.003736
";all
"0
";"1
";"0 + 0 + 0
";"10334
";"10334
";"21188
";"0
";"0
";"0
";"0
";"0
";"0
";"10334
";"0.001691
";1
"0
";"1
";"0 + 0 + 0
";"10333
";"10333
";"21187
";"0
";"0
";"0
";"0
";"0
";"0
";"10333
";"0.001976
";2
"0
";"1
";"0 + 0 + 0
";"16109
";"16158
";"33384
";"0
";"0
";"0
";"0
";"0
";"0
";"16109
";"0.003725
";all
"0
";"1
";"0 + 0 + 0
";"10339
";"10339
";"21193
";"0
";"0
";"0
";"0
";"0
";"0
";"10339
";"0.002192
";1
"0
";"1
";"0 + 0 + 0
";"10334
";"10334
";"21188
";"0
";"0
";"0
";"0
";"0
";"0
";"10334
";"0.002118
";2
"0
";"1
";"0 + 0 + 0
";"16111
";"16160
";"33386
";"0
";"0
";"0
";"0
";"0
";"0
";"16111
";"0.003234
";all
"0
";"1
";"0 + 0 + 0
";"10332
";"10332
";"21186
";"0
";"0
";"0
";"0
";"0
";"0
";"10332
";"0.0022
";1
"1
";"2
";"0 + 1 + 0
";"10333
";"10333
";"21187
";"0
";"0
";"0
";"0
";"0
";"0
";"10333
";"0.00219
";2
"0
";"1
";"0 + 0 + 0
";"16108
";"16157
";"33383
";"0
";"0
";"0
";"0
";"0
";"0
";"16108
";"0.004066
";all
"0
";"1
";"0 + 0 + 0
";"10335
";"10335
";"21189
";"0
";"0
";"0
";"0
";"0
";"0
";"10335
";"0.002269
";1
"0
";"1
";"0 + 0 + 0
";"10334
";"10334
";"21188
";"0
";"0
";"0
";"0
";"0
";"0
";"10334
";"0.00127
";2
"0
";"1
";"0 + 0 + 0
";"16108
";"16157
";"33383
";"0
";"0
";"0
";"0
";"0
";"0
";"16108
";"0.002465
";all
"0
";"1
";"0 + 0 + 0
";"10332
";"10332
";"21186
";"0
";"0
";"0
";"0
";"0
";"0
";"10332
";"0.002257
";1
