max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"9
";"30
";"5 + 24 + 0
";"10315
";"10315
";"21169
";"15
";"0
";"0
";"0
";"361
";"0
";"10745
";"0.001478
";1
"3
";"6
";"1 + 4 + 0
";"10320
";"10320
";"21174
";"4
";"0
";"0
";"0
";"227
";"0
";"10518
";"0.001382
";2
"4
";"5
";"0 + 4 + 0
";"16086
";"16135
";"33361
";"0
";"0
";"0
";"0
";"0
";"0
";"16086
";"0.001949
";all
"8
";"17
";"5 + 11 + 0
";"10314
";"10314
";"21168
";"5
";"0
";"0
";"0
";"193
";"0
";"10514
";"0.001258
";1
"9
";"10
";"0 + 9 + 0
";"10316
";"10316
";"21170
";"0
";"0
";"0
";"0
";"0
";"0
";"10316
";"0.001059
";2
"3
";"5
";"0 + 4 + 0
";"16081
";"16130
";"33356
";"1
";"0
";"0
";"0
";"15
";"0
";"16125
";"0.002066
";all
"4
";"9
";"0 + 8 + 0
";"10321
";"10321
";"21175
";"2
";"0
";"0
";"0
";"30
";"0
";"10392
";"0.001115
";1
"14
";"27
";"0 + 26 + 0
";"10315
";"10315
";"21169
";"4
";"0
";"0
";"0
";"105
";"0
";"10479
";"0.001181
";2
"1
";"2
";"0 + 1 + 0
";"16085
";"16134
";"33360
";"0
";"0
";"0
";"0
";"0
";"0
";"16085
";"0.001951
";all
"6
";"7
";"0 + 6 + 0
";"10317
";"10317
";"21171
";"0
";"0
";"0
";"0
";"0
";"0
";"10317
";"0.00099
";1
"8
";"14
";"0 + 13 + 0
";"10316
";"10316
";"21170
";"2
";"0
";"0
";"0
";"35
";"0
";"10392
";"0.000971
";2
"4
";"7
";"0 + 6 + 0
";"16088
";"16137
";"33363
";"1
";"0
";"0
";"0
";"21
";"0
";"16123
";"0.001708
";all
"3
";"7
";"0 + 6 + 0
";"10317
";"10317
";"21171
";"1
";"0
";"0
";"0
";"15
";"0
";"10394
";"0.000914
";1
"5
";"16
";"0 + 15 + 0
";"10319
";"10319
";"21173
";"4
";"0
";"0
";"0
";"89
";"0
";"10495
";"0.001206
";2
"0
";"1
";"0 + 0 + 0
";"16088
";"16137
";"33363
";"0
";"0
";"0
";"0
";"0
";"0
";"16088
";"0.001743
";all
"13
";"14
";"0 + 13 + 0
";"10316
";"10316
";"21170
";"0
";"0
";"0
";"0
";"0
";"0
";"10316
";"0.001052
";1
"13
";"14
";"0 + 13 + 0
";"10311
";"10311
";"21165
";"1
";"0
";"0
";"0
";"36
";"0
";"10352
";"0.001103
";2
"4
";"13
";"3 + 9 + 0
";"16081
";"16130
";"33356
";"5
";"0
";"0
";"0
";"125
";"0
";"16347
";"0.001691
";all
"0
";"1
";"0 + 0 + 0
";"10321
";"10321
";"21175
";"0
";"0
";"0
";"0
";"0
";"0
";"10321
";"0.001325
";1
"10
";"22
";"1 + 20 + 0
";"10316
";"10316
";"21170
";"4
";"0
";"0
";"0
";"204
";"0
";"10606
";"0.001489
";2
"0
";"1
";"0 + 0 + 0
";"16089
";"16138
";"33364
";"0
";"0
";"0
";"0
";"0
";"0
";"16089
";"0.002254
";all
"6
";"7
";"0 + 6 + 0
";"10316
";"10316
";"21170
";"0
";"0
";"0
";"0
";"0
";"0
";"10316
";"0.000927
";1
"16
";"17
";"0 + 16 + 0
";"10315
";"10315
";"21169
";"0
";"0
";"0
";"0
";"0
";"0
";"10315
";"0.001088
";2
"2
";"5
";"0 + 4 + 0
";"16081
";"16130
";"33356
";"2
";"0
";"0
";"0
";"37
";"0
";"16150
";"0.001777
";all
"13
";"46
";"8 + 37 + 0
";"10320
";"10320
";"21174
";"19
";"0
";"0
";"0
";"736
";"0
";"11216
";"0.001298
";1
"2
";"5
";"0 + 4 + 0
";"10319
";"10319
";"21173
";"1
";"0
";"0
";"0
";"21
";"0
";"10343
";"0.000926
";2
"1
";"2
";"0 + 1 + 0
";"16089
";"16138
";"33364
";"0
";"0
";"0
";"0
";"0
";"0
";"16089
";"0.001748
";all
"6
";"13
";"0 + 12 + 0
";"10318
";"10318
";"21172
";"1
";"0
";"0
";"0
";"15
";"0
";"10364
";"0.001006
";1
