max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"35
";"73
";"4 + 68 + 0
";"10303
";"10303
";"21157
";"16
";"0
";"0
";"0
";"435
";"0
";"10992
";"0.001574
";1
"0
";"0
";"0 + 0 + 0
";"10302
";"10314
";"21169
";"0
";"0
";"0
";"0
";"0
";"0
";"9796
";"0.001694
";2
"88
";"380
";"80 + 264 + 35
";"20402
";"20406
";"41916
";"41
";"1
";"0
";"0
";"1059
";"0
";"23502
";"0.005451
";all
"30
";"140
";"63 + 76 + 0
";"10302
";"10302
";"21156
";"75
";"0
";"0
";"0
";"1747
";"0
";"13181
";"0.00373
";1
"61
";"71
";"0 + 70 + 0
";"10298
";"10298
";"21152
";"3
";"0
";"0
";"0
";"50
";"0
";"10388
";"0.001947
";2
"81
";"96
";"0 + 95 + 0
";"20398
";"20402
";"41912
";"5
";"0
";"0
";"0
";"127
";"0
";"20585
";"0.004556
";all
"20
";"21
";"0 + 20 + 0
";"10310
";"10310
";"21164
";"0
";"0
";"0
";"0
";"0
";"0
";"10310
";"0.001755
";1
"49
";"78
";"4 + 73 + 0
";"10300
";"10300
";"21154
";"10
";"0
";"0
";"0
";"229
";"0
";"10685
";"0.002283
";2
"59
";"74
";"2 + 71 + 0
";"20407
";"20411
";"41921
";"7
";"0
";"0
";"0
";"258
";"0
";"20700
";"0.003629
";all
"29
";"39
";"1 + 37 + 0
";"10305
";"10305
";"21159
";"5
";"0
";"0
";"0
";"155
";"0
";"10490
";"0.002149
";1
"13
";"18
";"0 + 17 + 0
";"10308
";"10308
";"21162
";"1
";"0
";"0
";"0
";"15
";"0
";"10352
";"0.001259
";2
"27
";"34
";"0 + 33 + 0
";"20411
";"20415
";"41925
";"3
";"0
";"0
";"0
";"51
";"0
";"20560
";"0.005026
";all
"29
";"39
";"4 + 34 + 0
";"10304
";"10304
";"21158
";"5
";"0
";"0
";"0
";"118
";"0
";"10470
";"0.001651
";1
"27
";"151
";"46 + 38 + 66
";"10311
";"10311
";"21165
";"38
";"3
";"0
";"0
";"1430
";"0
";"12579
";"0.004069
";2
"943
";"944
";"0 + 943 + 0
";"20412
";"4351
";"9555
";"0
";"0
";"0
";"0
";"0
";"0
";"20412
";"0.004806
";all
"25
";"29
";"0 + 28 + 0
";"10307
";"10307
";"21161
";"2
";"0
";"0
";"0
";"50
";"0
";"10336
";"0.002212
";1
"324
";"325
";"0 + 324 + 0
";"10320
";"6171
";"12909
";"0
";"0
";"0
";"0
";"0
";"0
";"10320
";"0.001718
";2
"47
";"98
";"13 + 84 + 0
";"20409
";"20413
";"41923
";"20
";"0
";"0
";"0
";"601
";"0
";"21228
";"0.005488
";all
"32
";"163
";"100 + 39 + 23
";"10306
";"10306
";"21160
";"77
";"1
";"0
";"0
";"2027
";"0
";"13367
";"0.004425
";1
"35
";"72
";"2 + 69 + 0
";"10305
";"10305
";"21159
";"7
";"0
";"0
";"0
";"199
";"0
";"10858
";"0.001592
";2
"0
";"0
";"0 + 0 + 0
";"10300
";"21739
";"43995
";"0
";"0
";"0
";"0
";"0
";"0
";"9702
";"0.002331
";all
"44
";"53
";"2 + 50 + 0
";"10301
";"10301
";"21155
";"5
";"0
";"0
";"0
";"147
";"0
";"10525
";"0.001431
";1
"24
";"45
";"2 + 42 + 0
";"10308
";"10308
";"21162
";"6
";"0
";"0
";"0
";"151
";"0
";"10644
";"0.002179
";2
"56
";"98
";"3 + 94 + 0
";"20405
";"20409
";"41919
";"7
";"0
";"0
";"0
";"175
";"0
";"21016
";"0.003444
";all
"37
";"44
";"2 + 41 + 0
";"10302
";"10303
";"21157
";"7
";"0
";"0
";"0
";"216
";"0
";"10519
";"0.001431
";1
"21
";"34
";"1 + 32 + 0
";"10306
";"10306
";"21160
";"3
";"0
";"0
";"0
";"50
";"0
";"10447
";"0.002313
";2
"42
";"71
";"1 + 69 + 0
";"10302
";"10302
";"21156
";"6
";"0
";"0
";"0
";"107
";"0
";"10588
";"0.001027
";1
"28
";"53
";"3 + 49 + 0
";"10305
";"10305
";"21159
";"7
";"0
";"0
";"0
";"161
";"0
";"10573
";"0.001156
";2
"56
";"65
";"0 + 64 + 0
";"20405
";"20409
";"41919
";"5
";"0
";"0
";"0
";"154
";"0
";"20574
";"0.002585
";all
"24
";"30
";"1 + 28 + 0
";"10308
";"10308
";"21162
";"3
";"0
";"0
";"0
";"156
";"0
";"10522
";"0.001064
";1
"23
";"28
";"0 + 27 + 0
";"10304
";"10304
";"21158
";"3
";"0
";"0
";"0
";"45
";"0
";"10350
";"0.000984
";2
"54
";"149
";"11 + 117 + 20
";"20409
";"20413
";"41923
";"15
";"1
";"0
";"0
";"446
";"0
";"21568
";"0.003428
";all
"20
";"73
";"44 + 28 + 0
";"10313
";"10313
";"21167
";"25
";"0
";"0
";"0
";"1026
";"0
";"11533
";"0.001591
";1
"45
";"53
";"0 + 52 + 0
";"10300
";"10300
";"21154
";"3
";"0
";"0
";"0
";"45
";"0
";"10367
";"0.001323
";2
"59
";"218
";"51 + 166 + 0
";"20409
";"20413
";"41923
";"17
";"0
";"0
";"0
";"307
";"0
";"21923
";"0.003173
";all
"13
";"17
";"0 + 16 + 0
";"10310
";"10310
";"21164
";"2
";"0
";"0
";"0
";"41
";"0
";"10359
";"0.001302
";1
"56
";"125
";"15 + 68 + 41
";"10305
";"10305
";"21159
";"12
";"1
";"0
";"0
";"360
";"0
";"11025
";"0.00143
";2
"51
";"359
";"206 + 92 + 60
";"20412
";"20416
";"41926
";"149
";"3
";"0
";"0
";"4915
";"0
";"27031
";"0.006194
";all
"29
";"32
";"0 + 31 + 0
";"10308
";"10308
";"21162
";"1
";"0
";"0
";"0
";"15
";"0
";"10347
";"0.001396
";1
