max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"13
";"19
";"0 + 18 + 0
";"10307
";"10307
";"21161
";"2
";"0
";"0
";"0
";"30
";"0
";"10367
";"0.002039
";1
"32
";"69
";"1 + 37 + 30
";"10308
";"10308
";"21162
";"8
";"1
";"0
";"0
";"376
";"0
";"10957
";"0.001406
";2
"32
";"56
";"3 + 52 + 0
";"20412
";"20416
";"41926
";"15
";"0
";"0
";"0
";"388
";"0
";"20964
";"0.004567
";all
"15
";"21
";"0 + 20 + 0
";"10310
";"10310
";"21164
";"1
";"0
";"0
";"0
";"28
";"0
";"10373
";"0.001737
";1
"27
";"29
";"0 + 28 + 0
";"10307
";"10307
";"21161
";"1
";"0
";"0
";"0
";"15
";"0
";"10335
";"0.001972
";2
"0
";"0
";"0 + 0 + 0
";"10310
";"21750
";"44002
";"0
";"0
";"0
";"0
";"0
";"0
";"9632
";"0.002062
";all
"38
";"58
";"1 + 56 + 0
";"10305
";"10305
";"21159
";"7
";"0
";"0
";"0
";"202
";"0
";"10623
";"0.002069
";1
"27
";"36
";"0 + 35 + 0
";"10305
";"10305
";"21159
";"3
";"0
";"0
";"0
";"59
";"0
";"10395
";"0.002021
";2
"46
";"92
";"23 + 68 + 0
";"20408
";"20412
";"41922
";"22
";"0
";"0
";"0
";"505
";"0
";"21205
";"0.002901
";all
"43
";"44
";"0 + 43 + 0
";"10304
";"10304
";"21158
";"0
";"0
";"0
";"0
";"0
";"0
";"10304
";"0.001122
";1
"16
";"22
";"0 + 21 + 0
";"10314
";"10314
";"21168
";"5
";"0
";"0
";"0
";"127
";"0
";"10432
";"0.001867
";2
"29
";"51
";"10 + 40 + 0
";"20416
";"20420
";"41930
";"10
";"0
";"0
";"0
";"304
";"0
";"20888
";"0.002894
";all
"26
";"27
";"0 + 26 + 0
";"10308
";"10308
";"21162
";"0
";"0
";"0
";"0
";"0
";"0
";"10308
";"0.001946
";1
"38
";"39
";"0 + 38 + 0
";"10302
";"10302
";"21156
";"0
";"0
";"0
";"0
";"0
";"0
";"10302
";"0.001818
";2
"46
";"94
";"18 + 75 + 0
";"20408
";"20412
";"41922
";"16
";"0
";"0
";"0
";"463
";"0
";"21075
";"0.0029
";all
"16
";"17
";"0 + 16 + 0
";"10310
";"10310
";"21164
";"0
";"0
";"0
";"0
";"0
";"0
";"10310
";"0.001946
";1
"18
";"23
";"2 + 20 + 0
";"10311
";"10311
";"21165
";"5
";"0
";"0
";"0
";"152
";"0
";"10547
";"0.001919
";2
"29
";"37
";"2 + 34 + 0
";"20417
";"20421
";"41931
";"4
";"0
";"0
";"0
";"142
";"0
";"20577
";"0.003464
";all
"10
";"14
";"0 + 13 + 0
";"10309
";"10309
";"21163
";"2
";"0
";"0
";"0
";"120
";"0
";"10459
";"0.001141
";1
"52
";"181
";"62 + 51 + 67
";"10309
";"10309
";"21163
";"32
";"3
";"0
";"0
";"1453
";"0
";"12542
";"0.002405
";2
"47
";"147
";"81 + 42 + 23
";"20415
";"20419
";"41929
";"32
";"1
";"0
";"0
";"1089
";"0
";"22026
";"0.004908
";all
"30
";"37
";"0 + 36 + 0
";"10306
";"10306
";"21160
";"3
";"0
";"0
";"0
";"89
";"0
";"10411
";"0.001962
";1
