max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"9
";"10
";"0 + 9 + 0
";"10316
";"10316
";"21170
";"0
";"0
";"0
";"0
";"0
";"0
";"10316
";"0.001823
";1
"3
";"6
";"0 + 5 + 0
";"10316
";"10316
";"21170
";"1
";"0
";"0
";"0
";"47
";"0
";"10356
";"0.001474
";2
"1
";"2
";"0 + 1 + 0
";"19583
";"19599
";"40281
";"0
";"0
";"0
";"0
";"0
";"0
";"19583
";"0.00386
";all
"14
";"28
";"0 + 27 + 0
";"10308
";"10308
";"21162
";"5
";"0
";"0
";"0
";"98
";"0
";"10484
";"0.001323
";1
"12
";"33
";"1 + 31 + 0
";"10314
";"10314
";"21168
";"7
";"0
";"0
";"0
";"208
";"0
";"10721
";"0.001987
";2
"14
";"37
";"9 + 27 + 0
";"19576
";"19592
";"40274
";"11
";"0
";"0
";"0
";"298
";"0
";"20275
";"0.003967
";all
"0
";"0
";"0 + 0 + 0
";"10309
";"10314
";"21169
";"0
";"0
";"0
";"0
";"0
";"0
";"9629
";"0.001674
";2
"0
";"0
";"0 + 0 + 0
";"16090
";"20794
";"42623
";"0
";"0
";"0
";"0
";"0
";"0
";"15142
";"0.003019
";all
"175
";"703
";"140 + 320 + 242
";"10313
";"8582
";"17730
";"107
";"3
";"0
";"0
";"5080
";"0
";"17354
";"0.005799
";1
"88
";"89
";"0 + 88 + 0
";"10314
";"395
";"867
";"0
";"0
";"0
";"0
";"0
";"0
";"10314
";"0.001814
";2
"9
";"14
";"0 + 13 + 0
";"19579
";"19595
";"40277
";"1
";"0
";"0
";"0
";"15
";"0
";"19608
";"0.002601
";all
"4
";"5
";"0 + 4 + 0
";"10316
";"10316
";"21170
";"0
";"0
";"0
";"0
";"0
";"0
";"10316
";"0.001906
";1
"21
";"36
";"2 + 33 + 0
";"10311
";"10311
";"21165
";"3
";"0
";"0
";"0
";"70
";"0
";"10472
";"0.00206
";2
"6
";"12
";"2 + 9 + 0
";"19580
";"19596
";"40278
";"3
";"0
";"0
";"0
";"151
";"0
";"19719
";"0.003355
";all
"10
";"16
";"0 + 15 + 0
";"10311
";"10311
";"21165
";"1
";"0
";"0
";"0
";"15
";"0
";"10379
";"0.001827
";1
"10
";"11
";"0 + 10 + 0
";"19578
";"19594
";"40276
";"0
";"0
";"0
";"0
";"0
";"0
";"19578
";"0.002507
";all
"2
";"4
";"0 + 3 + 0
";"10318
";"10318
";"21172
";"1
";"0
";"0
";"0
";"15
";"0
";"10394
";"0.001938
";1
"15
";"20
";"0 + 19 + 0
";"10311
";"10311
";"21165
";"4
";"0
";"0
";"0
";"141
";"0
";"10488
";"0.001812
";2
"7
";"11
";"0 + 10 + 0
";"19583
";"19599
";"40281
";"1
";"0
";"0
";"0
";"35
";"0
";"19624
";"0.0026
";all
"1
";"3
";"0 + 2 + 0
";"10319
";"10319
";"21173
";"1
";"0
";"0
";"0
";"15
";"0
";"10340
";"0.001932
";1
"11
";"20
";"2 + 17 + 0
";"10318
";"10318
";"21172
";"5
";"0
";"0
";"0
";"112
";"0
";"10458
";"0.001212
";2
"5
";"10
";"0 + 9 + 0
";"19589
";"19605
";"40287
";"3
";"0
";"0
";"0
";"45
";"0
";"19656
";"0.002561
";all
"12
";"13
";"0 + 12 + 0
";"10316
";"10316
";"21170
";"0
";"0
";"0
";"0
";"0
";"0
";"10316
";"0.002005
";1
"8
";"27
";"10 + 16 + 0
";"10314
";"10314
";"21168
";"11
";"0
";"0
";"0
";"510
";"0
";"10926
";"0.001591
";2
"5
";"10
";"0 + 9 + 0
";"19581
";"19597
";"40279
";"1
";"0
";"0
";"0
";"15
";"0
";"19651
";"0.002633
";all
"13
";"23
";"0 + 22 + 0
";"10314
";"10314
";"21168
";"3
";"0
";"0
";"0
";"57
";"0
";"10492
";"0.00209
";1
"8
";"12
";"0 + 11 + 0
";"10317
";"10317
";"21171
";"2
";"0
";"0
";"0
";"42
";"0
";"10360
";"0.002041
";2
"11
";"14
";"0 + 13 + 0
";"19581
";"19597
";"40279
";"2
";"0
";"0
";"0
";"42
";"0
";"19666
";"0.002669
";all
"28
";"177
";"121 + 34 + 21
";"10313
";"10313
";"21167
";"39
";"1
";"0
";"0
";"1080
";"0
";"12514
";"0.00271
";1
"20
";"39
";"0 + 38 + 0
";"10312
";"10312
";"21166
";"2
";"0
";"0
";"0
";"36
";"0
";"10440
";"0.001254
";2
"26
";"124
";"37 + 57 + 29
";"10311
";"10308
";"21162
";"40
";"2
";"0
";"0
";"1513
";"0
";"12084
";"0.002583
";all
"504
";"505
";"0 + 504 + 0
";"10316
";"2332
";"5107
";"0
";"0
";"0
";"0
";"0
";"0
";"10316
";"0.002378
";1
"7
";"15
";"3 + 11 + 0
";"10318
";"10318
";"21172
";"4
";"0
";"0
";"0
";"111
";"0
";"10505
";"0.001286
";2
"3
";"5
";"0 + 4 + 0
";"19585
";"19601
";"40283
";"1
";"0
";"0
";"0
";"15
";"0
";"19599
";"0.00259
";all
"9
";"16
";"4 + 11 + 0
";"10315
";"10315
";"21169
";"6
";"0
";"0
";"0
";"144
";"0
";"10575
";"0.002169
";1
