max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"24
";"25
";"0 + 24 + 0
";"10307
";"10307
";"21161
";"0
";"0
";"0
";"0
";"0
";"0
";"10307
";"0.001161
";1
"6
";"9
";"0 + 8 + 0
";"10315
";"10315
";"21169
";"2
";"0
";"0
";"0
";"35
";"0
";"10387
";"0.001812
";2
"21
";"49
";"4 + 44 + 0
";"19964
";"19973
";"41033
";"9
";"0
";"0
";"0
";"251
";"0
";"20633
";"0.004182
";all
"11
";"27
";"0 + 26 + 0
";"10311
";"10311
";"21165
";"5
";"0
";"0
";"0
";"102
";"0
";"10532
";"0.001888
";1
"35
";"72
";"2 + 45 + 24
";"10311
";"10311
";"21165
";"6
";"1
";"0
";"0
";"188
";"0
";"10711
";"0.002026
";2
"18
";"35
";"2 + 32 + 0
";"19964
";"19973
";"41033
";"6
";"0
";"0
";"0
";"106
";"0
";"20226
";"0.004051
";all
"4
";"15
";"0 + 14 + 0
";"10320
";"10320
";"21174
";"3
";"0
";"0
";"0
";"131
";"0
";"10543
";"0.001187
";1
"88
";"89
";"0 + 88 + 0
";"10307
";"395
";"867
";"0
";"0
";"0
";"0
";"0
";"0
";"10307
";"0.001797
";2
"47
";"152
";"19 + 96 + 36
";"19966
";"19975
";"41035
";"16
";"1
";"0
";"0
";"573
";"0
";"21477
";"0.004614
";all
"25
";"114
";"59 + 26 + 28
";"10313
";"10313
";"21167
";"30
";"2
";"0
";"0
";"1601
";"0
";"12517
";"0.003604
";1
"7
";"8
";"0 + 7 + 0
";"10316
";"10316
";"21170
";"0
";"0
";"0
";"0
";"0
";"0
";"10316
";"0.001105
";2
"10
";"41
";"13 + 27 + 0
";"19969
";"19978
";"41038
";"11
";"0
";"0
";"0
";"388
";"0
";"20649
";"0.004206
";all
"7
";"15
";"0 + 14 + 0
";"10315
";"10315
";"21169
";"2
";"0
";"0
";"0
";"49
";"0
";"10408
";"0.002015
";1
"5
";"9
";"0 + 8 + 0
";"10320
";"10320
";"21174
";"1
";"0
";"0
";"0
";"15
";"0
";"10342
";"0.001969
";2
"806
";"807
";"0 + 806 + 0
";"19974
";"10042
";"21218
";"0
";"0
";"0
";"0
";"0
";"0
";"19974
";"0.003973
";all
"19
";"22
";"0 + 21 + 0
";"10312
";"10312
";"21166
";"1
";"0
";"0
";"0
";"15
";"0
";"10329
";"0.001861
";1
"0
";"0
";"0 + 0 + 0
";"10312
";"10316
";"21171
";"0
";"0
";"0
";"0
";"0
";"0
";"9634
";"0.001687
";2
"27
";"112
";"27 + 57 + 27
";"19962
";"19971
";"41031
";"24
";"3
";"0
";"0
";"1773
";"0
";"21815
";"0.003399
";all
"9
";"13
";"0 + 12 + 0
";"10317
";"10317
";"21171
";"3
";"0
";"0
";"0
";"59
";"0
";"10396
";"0.001941
";1
