max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"28
";"33
";"0 + 32 + 0
";"10306
";"10306
";"21160
";"1
";"0
";"0
";"0
";"21
";"0
";"10350
";"0.001382
";1
"18
";"37
";"1 + 35 + 0
";"10309
";"10309
";"21163
";"3
";"0
";"0
";"0
";"68
";"0
";"10554
";"0.002148
";2
"40
";"84
";"1 + 82 + 0
";"20578
";"20579
";"42251
";"6
";"0
";"0
";"0
";"119
";"0
";"21140
";"0.00279
";all
"26
";"34
";"0 + 33 + 0
";"10305
";"10305
";"21159
";"1
";"0
";"0
";"0
";"15
";"0
";"10366
";"0.001195
";1
"32
";"66
";"21 + 44 + 0
";"10305
";"10305
";"21159
";"19
";"0
";"0
";"0
";"435
";"0
";"10958
";"0.001409
";2
"67
";"161
";"48 + 85 + 27
";"20573
";"20574
";"42246
";"27
";"1
";"0
";"0
";"787
";"0
";"22068
";"0.004743
";all
"31
";"38
";"1 + 36 + 0
";"10307
";"10307
";"21161
";"3
";"0
";"0
";"0
";"50
";"0
";"10429
";"0.001297
";1
"27
";"79
";"37 + 41 + 0
";"10309
";"10309
";"21163
";"40
";"0
";"0
";"0
";"1116
";"0
";"11852
";"0.002691
";2
"78
";"834
";"497 + 188 + 148
";"20579
";"20578
";"42254
";"143
";"4
";"0
";"0
";"3986
";"0
";"30054
";"0.008214
";all
"15
";"37
";"9 + 27 + 0
";"10313
";"10313
";"21167
";"14
";"0
";"0
";"0
";"379
";"0
";"10911
";"0.002224
";1
"35
";"170
";"105 + 64 + 0
";"10304
";"10304
";"21158
";"77
";"0
";"0
";"0
";"2621
";"0
";"13320
";"0.004212
";2
"87
";"744
";"502 + 122 + 119
";"20580
";"20581
";"42253
";"160
";"4
";"0
";"0
";"6043
";"0
";"29811
";"0.010852
";all
"45
";"58
";"0 + 57 + 0
";"10301
";"10301
";"21155
";"1
";"0
";"0
";"0
";"21
";"0
";"10398
";"0.001422
";1
"22
";"29
";"1 + 27 + 0
";"10307
";"10307
";"21161
";"3
";"0
";"0
";"0
";"50
";"0
";"10382
";"0.001271
";2
"59
";"78
";"0 + 77 + 0
";"20571
";"20572
";"42244
";"4
";"0
";"0
";"0
";"72
";"0
";"20721
";"0.004154
";all
"27
";"189
";"106 + 82 + 0
";"10304
";"10304
";"21158
";"80
";"0
";"0
";"0
";"1873
";"0
";"13091
";"0.003847
";1
"23
";"42
";"0 + 41 + 0
";"10307
";"10307
";"21161
";"7
";"0
";"0
";"0
";"116
";"0
";"10559
";"0.002028
";2
"51
";"1247
";"1058 + 115 + 73
";"20574
";"20575
";"42247
";"719
";"3
";"0
";"0
";"26989
";"0
";"57176
";"0.030151
";all
"0
";"0
";"0 + 0 + 0
";"10305
";"10307
";"21162
";"0
";"0
";"0
";"0
";"0
";"0
";"9983
";"0.001768
";1
"22
";"68
";"23 + 21 + 23
";"10315
";"10315
";"21169
";"23
";"2
";"0
";"0
";"2164
";"0
";"12092
";"0.00386
";2
"0
";"0
";"0 + 0 + 0
";"20577
";"20765
";"42592
";"0
";"0
";"0
";"0
";"0
";"0
";"19180
";"0.002814
";all
"20
";"40
";"12 + 27 + 0
";"10310
";"10310
";"21164
";"13
";"0
";"0
";"0
";"378
";"0
";"10819
";"0.002004
";1
"30
";"36
";"0 + 35 + 0
";"10308
";"10308
";"21162
";"2
";"0
";"0
";"0
";"30
";"0
";"10348
";"0.001972
";2
"55
";"184
";"90 + 93 + 0
";"20581
";"20582
";"42254
";"45
";"0
";"0
";"0
";"1271
";"0
";"22977
";"0.005058
";all
"18
";"36
";"5 + 30 + 0
";"10311
";"10311
";"21165
";"8
";"0
";"0
";"0
";"152
";"0
";"10607
";"0.00127
";1
"37
";"55
";"0 + 54 + 0
";"10301
";"10301
";"21155
";"4
";"0
";"0
";"0
";"92
";"0
";"10491
";"0.001299
";2
"54
";"147
";"16 + 130 + 0
";"20575
";"20576
";"42248
";"18
";"0
";"0
";"0
";"395
";"0
";"21714
";"0.002963
";all
"32
";"47
";"5 + 41 + 0
";"10305
";"10305
";"21159
";"6
";"0
";"0
";"0
";"134
";"0
";"10497
";"0.002117
";1
"39
";"49
";"0 + 48 + 0
";"10304
";"10304
";"21158
";"3
";"0
";"0
";"0
";"72
";"0
";"10432
";"0.001983
";2
"76
";"99
";"5 + 93 + 0
";"20572
";"20573
";"42245
";"10
";"0
";"0
";"0
";"246
";"0
";"20891
";"0.004008
";all
"23
";"24
";"0 + 23 + 0
";"10310
";"10310
";"21164
";"0
";"0
";"0
";"0
";"0
";"0
";"10310
";"0.001219
";1
