max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"1
";"2
";"0 + 1 + 0
";"10323
";"10323
";"21177
";"0
";"0
";"0
";"0
";"0
";"0
";"10323
";"0.00193
";1
"6
";"9
";"0 + 8 + 0
";"10318
";"10318
";"21172
";"1
";"0
";"0
";"0
";"15
";"0
";"10344
";"0.001795
";2
"0
";"1
";"0 + 0 + 0
";"0
";"0
";"0
";"0
";"0
";"0
";"0
";"0
";"0
";"0
";"2.3e-05
";1
"4
";"5
";"0 + 4 + 0
";"10318
";"10318
";"21172
";"0
";"0
";"0
";"0
";"0
";"0
";"10318
";"0.001945
";2
"292
";"780
";"86 + 595 + 98
";"19979
";"18707
";"38548
";"78
";"1
";"0
";"0
";"3176
";"0
";"25388
";"0.006285
";all
"9
";"23
";"4 + 18 + 0
";"10320
";"10320
";"21174
";"7
";"0
";"0
";"0
";"253
";"0
";"10586
";"0.001436
";1
"3
";"4
";"0 + 3 + 0
";"10323
";"10323
";"21177
";"0
";"0
";"0
";"0
";"0
";"0
";"10323
";"0.002342
";2
"6
";"7
";"0 + 6 + 0
";"19984
";"19993
";"41053
";"0
";"0
";"0
";"0
";"0
";"0
";"19984
";"0.004843
";all
"2
";"3
";"0 + 2 + 0
";"10326
";"10326
";"21180
";"0
";"0
";"0
";"0
";"0
";"0
";"10326
";"0.002342
";1
"3
";"4
";"0 + 3 + 0
";"10319
";"10319
";"21173
";"0
";"0
";"0
";"0
";"0
";"0
";"10319
";"0.002134
";2
"3
";"5
";"0 + 4 + 0
";"19985
";"19994
";"41054
";"1
";"0
";"0
";"0
";"86
";"0
";"20075
";"0.004706
";all
"4
";"5
";"0 + 4 + 0
";"10321
";"10321
";"21175
";"0
";"0
";"0
";"0
";"0
";"0
";"10321
";"0.00241
";1
"3
";"4
";"0 + 3 + 0
";"10321
";"10321
";"21175
";"0
";"0
";"0
";"0
";"0
";"0
";"10321
";"0.00243
";2
"7
";"8
";"0 + 7 + 0
";"19980
";"19989
";"41049
";"0
";"0
";"0
";"0
";"0
";"0
";"19980
";"0.004844
";all
"2
";"3
";"0 + 2 + 0
";"10318
";"10318
";"21172
";"0
";"0
";"0
";"0
";"0
";"0
";"10318
";"0.002209
";1
"4
";"5
";"0 + 4 + 0
";"10323
";"10323
";"21177
";"0
";"0
";"0
";"0
";"0
";"0
";"10323
";"0.002114
";2
"6
";"7
";"0 + 6 + 0
";"19979
";"19988
";"41048
";"0
";"0
";"0
";"0
";"0
";"0
";"19979
";"0.004543
";all
"6
";"7
";"0 + 6 + 0
";"10319
";"10319
";"21173
";"0
";"0
";"0
";"0
";"0
";"0
";"10319
";"0.001962
";1
