max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"3
";"5
";"0 + 4 + 0
";"10327
";"10327
";"21181
";"1
";"0
";"0
";"0
";"15
";"0
";"10339
";"0.002242
";1
"0
";"1
";"0 + 0 + 0
";"10320
";"10320
";"21174
";"0
";"0
";"0
";"0
";"0
";"0
";"10320
";"0.002152
";2
"3
";"5
";"0 + 4 + 0
";"20609
";"20610
";"42282
";"1
";"0
";"0
";"0
";"15
";"0
";"20621
";"0.00452
";all
"3
";"6
";"0 + 5 + 0
";"10324
";"10324
";"21178
";"1
";"0
";"0
";"0
";"34
";"0
";"10352
";"0.00142
";1
"1
";"2
";"0 + 1 + 0
";"10329
";"10329
";"21183
";"0
";"0
";"0
";"0
";"0
";"0
";"10329
";"0.001356
";2
"5
";"6
";"0 + 5 + 0
";"20616
";"20617
";"42289
";"0
";"0
";"0
";"0
";"0
";"0
";"20616
";"0.003523
";all
"1
";"3
";"0 + 2 + 0
";"10325
";"10325
";"21179
";"1
";"0
";"0
";"0
";"15
";"0
";"10343
";"0.001732
";1
"5
";"6
";"0 + 5 + 0
";"10329
";"10329
";"21183
";"0
";"0
";"0
";"0
";"0
";"0
";"10329
";"0.002172
";2
"5
";"11
";"0 + 10 + 0
";"20617
";"20618
";"42290
";"1
";"0
";"0
";"0
";"15
";"0
";"20688
";"0.004763
";all
"0
";"1
";"0 + 0 + 0
";"10331
";"10331
";"21185
";"0
";"0
";"0
";"0
";"0
";"0
";"10331
";"0.002052
";1
"4
";"5
";"0 + 4 + 0
";"10324
";"10324
";"21178
";"0
";"0
";"0
";"0
";"0
";"0
";"10324
";"0.001777
";2
"0
";"0
";"0 + 0 + 0
";"10328
";"21985
";"44417
";"0
";"0
";"0
";"0
";"0
";"0
";"9694
";"0.001599
";all
"0
";"1
";"0 + 0 + 0
";"10327
";"10327
";"21181
";"0
";"0
";"0
";"0
";"0
";"0
";"10327
";"0.00222
";1
"5
";"6
";"0 + 5 + 0
";"10329
";"10329
";"21183
";"0
";"0
";"0
";"0
";"0
";"0
";"10329
";"0.0019
";2
"5
";"6
";"0 + 5 + 0
";"20619
";"20620
";"42292
";"0
";"0
";"0
";"0
";"0
";"0
";"20619
";"0.003415
";all
"2
";"3
";"0 + 2 + 0
";"10321
";"10321
";"21175
";"0
";"0
";"0
";"0
";"0
";"0
";"10321
";"0.002189
";1
"3
";"4
";"0 + 3 + 0
";"10326
";"10326
";"21180
";"0
";"0
";"0
";"0
";"0
";"0
";"10326
";"0.002254
";2
"5
";"6
";"0 + 5 + 0
";"20609
";"20610
";"42282
";"0
";"0
";"0
";"0
";"0
";"0
";"20609
";"0.004738
";all
"4
";"5
";"0 + 4 + 0
";"10326
";"10326
";"21180
";"0
";"0
";"0
";"0
";"0
";"0
";"10326
";"0.001974
";1
"4
";"5
";"0 + 4 + 0
";"10325
";"10325
";"21179
";"0
";"0
";"0
";"0
";"0
";"0
";"10325
";"0.002181
";2
"0
";"0
";"0 + 0 + 0
";"10337
";"21985
";"44413
";"0
";"0
";"0
";"0
";"0
";"0
";"9750
";"0.001695
";all
"417
";"418
";"0 + 417 + 0
";"10327
";"5132
";"10831
";"0
";"0
";"0
";"0
";"0
";"0
";"10327
";"0.001899
";1
"0
";"1
";"0 + 0 + 0
";"10326
";"10326
";"21180
";"0
";"0
";"0
";"0
";"0
";"0
";"10326
";"0.001322
";2
"2
";"3
";"0 + 2 + 0
";"20615
";"20616
";"42288
";"0
";"0
";"0
";"0
";"0
";"0
";"20615
";"0.004298
";all
"2
";"3
";"0 + 2 + 0
";"10329
";"10329
";"21183
";"0
";"0
";"0
";"0
";"0
";"0
";"10329
";"0.002097
";1
"1
";"2
";"0 + 1 + 0
";"10328
";"10328
";"21182
";"0
";"0
";"0
";"0
";"0
";"0
";"10328
";"0.002225
";2
"3
";"4
";"0 + 3 + 0
";"20620
";"20621
";"42293
";"0
";"0
";"0
";"0
";"0
";"0
";"20620
";"0.004047
";all
"3
";"4
";"0 + 3 + 0
";"10325
";"10325
";"21179
";"0
";"0
";"0
";"0
";"0
";"0
";"10325
";"0.002163
";1
"2
";"4
";"0 + 3 + 0
";"10328
";"10328
";"21182
";"1
";"0
";"0
";"0
";"22
";"0
";"10350
";"0.002154
";2
"3
";"5
";"0 + 4 + 0
";"20616
";"20617
";"42289
";"1
";"0
";"0
";"0
";"15
";"0
";"20633
";"0.003688
";all
"4
";"5
";"0 + 4 + 0
";"10320
";"10320
";"21174
";"0
";"0
";"0
";"0
";"0
";"0
";"10320
";"0.002288
";1
"1
";"2
";"0 + 1 + 0
";"10332
";"10332
";"21186
";"0
";"0
";"0
";"0
";"0
";"0
";"10332
";"0.001966
";2
"5
";"6
";"0 + 5 + 0
";"20614
";"20615
";"42287
";"0
";"0
";"0
";"0
";"0
";"0
";"20614
";"0.003276
";all
"2
";"3
";"0 + 2 + 0
";"10328
";"10328
";"21182
";"0
";"0
";"0
";"0
";"0
";"0
";"10328
";"0.00219
";1
"0
";"1
";"0 + 0 + 0
";"10332
";"10332
";"21186
";"0
";"0
";"0
";"0
";"0
";"0
";"10332
";"0.001447
";2
"2
";"3
";"0 + 2 + 0
";"20622
";"20623
";"42295
";"0
";"0
";"0
";"0
";"0
";"0
";"20622
";"0.003036
";all
"2
";"3
";"0 + 2 + 0
";"10332
";"10332
";"21186
";"0
";"0
";"0
";"0
";"0
";"0
";"10332
";"0.001326
";1
"9
";"14
";"0 + 13 + 0
";"10320
";"10320
";"21174
";"2
";"0
";"0
";"0
";"60
";"0
";"10423
";"0.002198
";2
"9
";"16
";"0 + 15 + 0
";"20615
";"20616
";"42288
";"1
";"0
";"0
";"0
";"15
";"0
";"20655
";"0.003228
";all
"3
";"4
";"0 + 3 + 0
";"10329
";"10329
";"21183
";"0
";"0
";"0
";"0
";"0
";"0
";"10329
";"0.001903
";1
"5
";"6
";"0 + 5 + 0
";"10321
";"10321
";"21175
";"0
";"0
";"0
";"0
";"0
";"0
";"10321
";"0.002119
";2
"6
";"7
";"0 + 6 + 0
";"20613
";"20614
";"42286
";"0
";"0
";"0
";"0
";"0
";"0
";"20613
";"0.004126
";all
"1
";"2
";"0 + 1 + 0
";"10329
";"10329
";"21183
";"0
";"0
";"0
";"0
";"0
";"0
";"10329
";"0.001488
";1
"1
";"2
";"0 + 1 + 0
";"10324
";"10324
";"21178
";"0
";"0
";"0
";"0
";"0
";"0
";"10324
";"0.001331
";2
"2
";"3
";"0 + 2 + 0
";"20615
";"20616
";"42288
";"0
";"0
";"0
";"0
";"0
";"0
";"20615
";"0.004223
";all
"0
";"1
";"0 + 0 + 0
";"10328
";"10328
";"21182
";"0
";"0
";"0
";"0
";"0
";"0
";"10328
";"0.002079
";2
"5
";"6
";"0 + 5 + 0
";"20612
";"20613
";"42285
";"0
";"0
";"0
";"0
";"0
";"0
";"20612
";"0.003154
";all
"3
";"4
";"0 + 3 + 0
";"10327
";"10327
";"21181
";"0
";"0
";"0
";"0
";"0
";"0
";"10327
";"0.002007
";1
"0
";"1
";"0 + 0 + 0
";"10330
";"10330
";"21184
";"0
";"0
";"0
";"0
";"0
";"0
";"10330
";"0.002297
";2
"3
";"4
";"0 + 3 + 0
";"20619
";"20620
";"42292
";"0
";"0
";"0
";"0
";"0
";"0
";"20619
";"0.004195
";all
"5
";"11
";"0 + 10 + 0
";"10322
";"10322
";"21176
";"1
";"0
";"0
";"0
";"15
";"0
";"10368
";"0.001377
";1
"0
";"1
";"0 + 0 + 0
";"10331
";"10331
";"21185
";"0
";"0
";"0
";"0
";"0
";"0
";"10331
";"0.001181
";2
"5
";"11
";"0 + 10 + 0
";"20615
";"20616
";"42288
";"1
";"0
";"0
";"0
";"15
";"0
";"20661
";"0.00313
";all
"3
";"4
";"0 + 3 + 0
";"10326
";"10326
";"21180
";"0
";"0
";"0
";"0
";"0
";"0
";"10326
";"0.001871
";1
"4
";"5
";"0 + 4 + 0
";"10324
";"10324
";"21178
";"0
";"0
";"0
";"0
";"0
";"0
";"10324
";"0.0021
";2
"8
";"14
";"1 + 12 + 0
";"20613
";"20614
";"42286
";"2
";"0
";"0
";"0
";"68
";"0
";"20718
";"0.004669
";all
"3
";"4
";"0 + 3 + 0
";"10327
";"10327
";"21181
";"0
";"0
";"0
";"0
";"0
";"0
";"10327
";"0.001863
";2
"6
";"7
";"0 + 6 + 0
";"20618
";"20619
";"42291
";"0
";"0
";"0
";"0
";"0
";"0
";"20618
";"0.004748
";all
"1
";"2
";"0 + 1 + 0
";"20457
";"20461
";"41971
";"0
";"0
";"0
";"0
";"0
";"0
";"20457
";"0.003632
";1
"3
";"4
";"0 + 3 + 0
";"10323
";"10323
";"21177
";"0
";"0
";"0
";"0
";"0
";"0
";"10323
";"0.00144
";2
"4
";"5
";"0 + 4 + 0
";"20613
";"20614
";"42286
";"0
";"0
";"0
";"0
";"0
";"0
";"20613
";"0.004453
";all
"0
";"1
";"0 + 0 + 0
";"10333
";"10333
";"21187
";"0
";"0
";"0
";"0
";"0
";"0
";"10333
";"0.001334
";1
