max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"0
";"1
";"0 + 0 + 0
";"10361
";"10361
";"21215
";"0
";"0
";"0
";"0
";"0
";"0
";"10361
";"0.000911
";1
"0
";"1
";"0 + 0 + 0
";"10358
";"10358
";"21212
";"0
";"0
";"0
";"0
";"0
";"0
";"10358
";"0.000948
";2
"0
";"1
";"0 + 0 + 0
";"17087
";"17123
";"35267
";"0
";"0
";"0
";"0
";"0
";"0
";"17087
";"0.00253
";all
"0
";"1
";"0 + 0 + 0
";"10358
";"10358
";"21212
";"0
";"0
";"0
";"0
";"0
";"0
";"10358
";"0.001361
";1
"0
";"1
";"0 + 0 + 0
";"10362
";"10362
";"21216
";"0
";"0
";"0
";"0
";"0
";"0
";"10362
";"0.001246
";2
"0
";"1
";"0 + 0 + 0
";"17087
";"17123
";"35267
";"0
";"0
";"0
";"0
";"0
";"0
";"17087
";"0.003563
";all
"0
";"1
";"0 + 0 + 0
";"10358
";"10358
";"21212
";"0
";"0
";"0
";"0
";"0
";"0
";"10358
";"0.002012
";1
"0
";"1
";"0 + 0 + 0
";"10361
";"10361
";"21215
";"0
";"0
";"0
";"0
";"0
";"0
";"10361
";"0.001871
";2
"0
";"0
";"0 + 0 + 0
";"10359
";"17925
";"36232
";"0
";"0
";"0
";"0
";"0
";"0
";"9754
";"0.002183
";all
"0
";"1
";"0 + 0 + 0
";"10360
";"10360
";"21214
";"0
";"0
";"0
";"0
";"0
";"0
";"10360
";"0.00209
";1
"296
";"297
";"0 + 296 + 0
";"10358
";"1365
";"2989
";"0
";"0
";"0
";"0
";"0
";"0
";"10358
";"0.002021
";2
"0
";"1
";"0 + 0 + 0
";"17086
";"17122
";"35266
";"0
";"0
";"0
";"0
";"0
";"0
";"17086
";"0.003686
";all
"0
";"1
";"0 + 0 + 0
";"10361
";"10361
";"21215
";"0
";"0
";"0
";"0
";"0
";"0
";"10361
";"0.002096
";1
"0
";"1
";"0 + 0 + 0
";"10359
";"10359
";"21213
";"0
";"0
";"0
";"0
";"0
";"0
";"10359
";"0.002067
";2
"0
";"1
";"0 + 0 + 0
";"17087
";"17123
";"35267
";"0
";"0
";"0
";"0
";"0
";"0
";"17087
";"0.003877
";all
"0
";"1
";"0 + 0 + 0
";"10361
";"10361
";"21215
";"0
";"0
";"0
";"0
";"0
";"0
";"10361
";"0.001839
";1
"0
";"1
";"0 + 0 + 0
";"10357
";"10357
";"21211
";"0
";"0
";"0
";"0
";"0
";"0
";"10357
";"0.001878
";2
"0
";"1
";"0 + 0 + 0
";"17086
";"17122
";"35266
";"0
";"0
";"0
";"0
";"0
";"0
";"17086
";"0.003776
";all
"0
";"1
";"0 + 0 + 0
";"10360
";"10360
";"21214
";"0
";"0
";"0
";"0
";"0
";"0
";"10360
";"0.002195
";1
"0
";"1
";"0 + 0 + 0
";"10358
";"10358
";"21212
";"0
";"0
";"0
";"0
";"0
";"0
";"10358
";"0.001973
";2
"0
";"1
";"0 + 0 + 0
";"17087
";"17123
";"35267
";"0
";"0
";"0
";"0
";"0
";"0
";"17087
";"0.00371
";all
"0
";"1
";"0 + 0 + 0
";"10362
";"10362
";"21216
";"0
";"0
";"0
";"0
";"0
";"0
";"10362
";"0.002134
";1
"0
";"1
";"0 + 0 + 0
";"10359
";"10359
";"21213
";"0
";"0
";"0
";"0
";"0
";"0
";"10359
";"0.001976
";2
