max_decision;#decision;detail;#vars;#clauses;#literals;added_confilcts;shrink;deleted_conflict_clauses;delete_clauses;added_confilcts_literals;deleted_total_literals;implications;run_time;type
"0
";"1
";"0 + 0 + 0
";"10355
";"10355
";"21209
";"0
";"0
";"0
";"0
";"0
";"0
";"10355
";"0.002034
";1
"0
";"1
";"0 + 0 + 0
";"10354
";"10354
";"21208
";"0
";"0
";"0
";"0
";"0
";"0
";"10354
";"0.002046
";2
"0
";"1
";"0 + 0 + 0
";"17076
";"17112
";"35256
";"0
";"0
";"0
";"0
";"0
";"0
";"17076
";"0.004049
";all
"0
";"1
";"0 + 0 + 0
";"10351
";"10351
";"21205
";"0
";"0
";"0
";"0
";"0
";"0
";"10351
";"0.002163
";1
"0
";"1
";"0 + 0 + 0
";"10353
";"10353
";"21207
";"0
";"0
";"0
";"0
";"0
";"0
";"10353
";"0.002336
";2
"0
";"1
";"0 + 0 + 0
";"17076
";"17112
";"35256
";"0
";"0
";"0
";"0
";"0
";"0
";"17076
";"0.003182
";all
"0
";"1
";"0 + 0 + 0
";"10350
";"10350
";"21204
";"0
";"0
";"0
";"0
";"0
";"0
";"10350
";"0.002281
";1
"0
";"1
";"0 + 0 + 0
";"10354
";"10354
";"21208
";"0
";"0
";"0
";"0
";"0
";"0
";"10354
";"0.002407
";2
"0
";"1
";"0 + 0 + 0
";"17075
";"17111
";"35255
";"0
";"0
";"0
";"0
";"0
";"0
";"17075
";"0.004167
";all
"0
";"1
";"0 + 0 + 0
";"10354
";"10354
";"21208
";"0
";"0
";"0
";"0
";"0
";"0
";"10354
";"0.002177
";1
"0
";"1
";"0 + 0 + 0
";"10351
";"10351
";"21205
";"0
";"0
";"0
";"0
";"0
";"0
";"10351
";"0.002021
";2
"0
";"1
";"0 + 0 + 0
";"17074
";"17110
";"35254
";"0
";"0
";"0
";"0
";"0
";"0
";"17074
";"0.00292
";all
"0
";"1
";"0 + 0 + 0
";"10348
";"10348
";"21202
";"0
";"0
";"0
";"0
";"0
";"0
";"10348
";"0.002243
";1
"0
";"1
";"0 + 0 + 0
";"10356
";"10356
";"21210
";"0
";"0
";"0
";"0
";"0
";"0
";"10356
";"0.002259
";2
"0
";"1
";"0 + 0 + 0
";"17073
";"17109
";"35253
";"0
";"0
";"0
";"0
";"0
";"0
";"17073
";"0.004233
";all
"0
";"1
";"0 + 0 + 0
";"10352
";"10352
";"21206
";"0
";"0
";"0
";"0
";"0
";"0
";"10352
";"0.0021
";1
"0
";"1
";"0 + 0 + 0
";"10348
";"10348
";"21202
";"0
";"0
";"0
";"0
";"0
";"0
";"10348
";"0.002134
";2
"0
";"1
";"0 + 0 + 0
";"17073
";"17109
";"35253
";"0
";"0
";"0
";"0
";"0
";"0
";"17073
";"0.004129
";all
